binomial,kingdom,phylum,class,order,family,genus,species
Peltandra virginica,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Peltandra,virginica
Proboscidea althaeifolia,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Martyniaceae,Proboscidea,althaeifolia
Callistethus lativittis,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Callistethus,lativittis
Calochortus albus,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Calochortus,albus
Chlorogalum pomeridianum,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Chlorogalum,pomeridianum
Symplocarpus foetidus,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Symplocarpus,foetidus
Scirpus atrovirens,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Scirpus,atrovirens
Sagittaria latifolia,Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,Sagittaria,latifolia
Epipremnum aureum,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Epipremnum,aureum
Dulichium arundinaceum,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Dulichium,arundinaceum
Polistes carnifex,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,carnifex
Eriophorum angustifolium,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eriophorum,angustifolium
Carex crinita,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,crinita
Trillium albidum,Plantae,Tracheophyta,Liliopsida,Liliales,Melanthiaceae,Trillium,albidum
Veratrum viride,Plantae,Tracheophyta,Liliopsida,Liliales,Melanthiaceae,Veratrum,viride
Leucojum vernum,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Leucojum,vernum
Cynosurus echinatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cynosurus,echinatus
Bouteloua rigidiseta,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bouteloua,rigidiseta
Lemna minor,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Lemna,minor
Tursiops truncatus,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Tursiops,truncatus
Anticlea elegans,Plantae,Tracheophyta,Liliopsida,Liliales,Melanthiaceae,Anticlea,elegans
Himantoglossum robertianum,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Himantoglossum,robertianum
Lampornis clemenciae,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Lampornis,clemenciae
Trillium luteum,Plantae,Tracheophyta,Liliopsida,Liliales,Melanthiaceae,Trillium,luteum
Notemigonus crysoleucas,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Notemigonus,crysoleucas
Calothorax lucifer,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Calothorax,lucifer
Galbula ruficauda,Animalia,Chordata,Aves,Galbuliformes,Galbulidae,Galbula,ruficauda
Hemerocallis fulva,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Hemerocallis,fulva
Trillium ovatum,Plantae,Tracheophyta,Liliopsida,Liliales,Melanthiaceae,Trillium,ovatum
Scirpus pendulus,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Scirpus,pendulus
Bathytoshia brevicaudata,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Bathytoshia,brevicaudata
Dioscorea villosa,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,villosa
Sporobolus michauxianus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sporobolus,michauxianus
Caiman crocodilus,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus
Avena fatua,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Avena,fatua
Leymus condensatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leymus,condensatus
Triakis semifasciata,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,semifasciata
Serapias lingua,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Serapias,lingua
Lepomis gibbosus,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,gibbosus
Viburnum prunifolium,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,prunifolium
Canna indica,Plantae,Tracheophyta,Liliopsida,Zingiberales,Cannaceae,Canna,indica
Eleusine indica,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eleusine,indica
Agapanthus praecox,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Agapanthus,praecox
Platanthera huronensis,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,huronensis
Maianthemum stellatum,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Maianthemum,stellatum
Viburnum lantana,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,lantana
Hellenia speciosa,Plantae,Tracheophyta,Liliopsida,Zingiberales,Costaceae,Hellenia,speciosa
Allium ursinum,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,ursinum
Alisma triviale,Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,Alisma,triviale
Yucca baccata,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,baccata
Oryzopsis asperifolia,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Oryzopsis,asperifolia
Narthecium ossifragum,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Nartheciaceae,Narthecium,ossifragum
Rhynchospora colorata,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,colorata
Ophrys fusca,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ophrys,fusca
Chlorostilbon lucidus,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Chlorostilbon,lucidus
Hyacinthoides hispanica,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hyacinthoides,hispanica
Diplodus sargus,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Diplodus,sargus
Platanthera clavellata,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,clavellata
Erythronium montanum,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Erythronium,montanum
Galearis spectabilis,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Galearis,spectabilis
Cynodon dactylon,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cynodon,dactylon
Phaeolus schweinitzii,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Laetiporaceae,Phaeolus,schweinitzii
Apodasmia similis,Plantae,Tracheophyta,Liliopsida,Poales,Restionaceae,Apodasmia,similis
Sarpa salpa,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Sarpa,salpa
Echinochloa crus-galli,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Echinochloa,crus-galli
Yucca glauca,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,glauca
Scirpus cyperinus,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Scirpus,cyperinus
Pterostylis banksii,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pterostylis,banksii
Laetiporus gilbertsonii,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Laetiporaceae,Laetiporus,gilbertsonii
Typha orientalis,Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Typha,orientalis
Hesperocallis undulata,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hesperocallis,undulata
Dactylorhiza sambucina,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,sambucina
Asparagus aethiopicus,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,aethiopicus
Elymus canadensis,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,canadensis
Carex viridula,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,viridula
Amphimallon solstitiale,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Amphimallon,solstitiale
Stratiotes aloides,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Stratiotes,aloides
Panicum maximum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,maximum
Alocasia odora,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Alocasia,odora
Lagurus ovatus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Lagurus,ovatus
Amazilia yucatanensis,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Amazilia,yucatanensis
Calypte anna,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Calypte,anna
Hedychium gardnerianum,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Hedychium,gardnerianum
Dactylorhiza fuchsii,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,fuchsii
Polistes aurifer,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,aurifer
Carex cherokeensis,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,cherokeensis
Epidendrum radicans,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,radicans
Arum italicum,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Arum,italicum
Epipactis gigantea,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epipactis,gigantea
Bouteloua curtipendula,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bouteloua,curtipendula
Elymus hystrix,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,hystrix
Chasmanthium latifolium,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Chasmanthium,latifolium
Sisyrinchium bellum,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,bellum
Phaeotremella foliacea,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Phaeotremellaceae,Phaeotremella,foliacea
Zantedeschia aethiopica,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Zantedeschia,aethiopica
Arisaema triphyllum,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Arisaema,triphyllum
Callithrix penicillata,Animalia,Chordata,Mammalia,Primates,Cebidae,Callithrix,penicillata
Astelia fragrans,Plantae,Tracheophyta,Liliopsida,Asparagales,Asteliaceae,Astelia,fragrans
Carex canescens,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,canescens
Smilax pumila,Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax,pumila
Triodia sylvina,Animalia,Arthropoda,Insecta,Lepidoptera,Hepialidae,Triodia,sylvina
Lilium bulbiferum,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Lilium,bulbiferum
Rickenella fibula,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Rickenella,fibula
Microcanthus strigatus,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Microcanthus,strigatus
Pisolithus arhizus,Fungi,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,arhizus
Thalurania colombica,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Thalurania,colombica
Sparaxis tricolor,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Sparaxis,tricolor
Polygonatum biflorum,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Polygonatum,biflorum
Viburnum rufidulum,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,rufidulum
Allium stellatum,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,stellatum
Neottia ovata,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neottia,ovata
Tradescantia spathacea,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,spathacea
Campylopterus hemileucurus,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Campylopterus,hemileucurus
Dichelostemma volubile,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dichelostemma,volubile
Polygonatum odoratum,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Polygonatum,odoratum
Tradescantia zebrina,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,zebrina
Erythronium albidum,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Erythronium,albidum
Hesperoyucca whipplei,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hesperoyucca,whipplei
Calochortus macrocarpus,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Calochortus,macrocarpus
Calochortus amabilis,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Calochortus,amabilis
Allium neapolitanum,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,neapolitanum
Spiranthes lacera,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Spiranthes,lacera
Acianthus sinclairii,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthus,sinclairii
Microtis unifolia,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Microtis,unifolia
Ophrys fuciflora,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ophrys,fuciflora
Agave salmiana,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,salmiana
Muhlenbergia rigens,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Muhlenbergia,rigens
Asphodelus ramosus,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Asphodelus,ramosus
Cephalanthera longifolia,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cephalanthera,longifolia
Clintonia borealis,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Clintonia,borealis
Dactylorhiza incarnata,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,incarnata
Anthracothorax nigricollis,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Anthracothorax,nigricollis
Crucibulum laeve,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,Crucibulum,laeve
Platanthera blephariglottis,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,blephariglottis
Aplodinotus grunniens,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Aplodinotus,grunniens
Hylocharis leucotis,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Hylocharis,leucotis
Arundina graminifolia,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Arundina,graminifolia
Commelina africana,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Commelina,africana
Pauridia capensis,Plantae,Tracheophyta,Liliopsida,Asparagales,Hypoxidaceae,Pauridia,capensis
Tradescantia ohiensis,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,ohiensis
Colocasia esculenta,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Colocasia,esculenta
Miomantis caffra,Animalia,Arthropoda,Insecta,Mantodea,Miomantidae,Miomantis,caffra
Hypholoma fasciculare,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,fasciculare
Dioscorea bulbifera,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,bulbifera
Paspalum urvillei,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,urvillei
Ganoderma curtisii,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,curtisii
Calypte costae,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Calypte,costae
Oreochromis niloticus,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,niloticus
Allium triquetrum,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,triquetrum
Polytrichum juniperinum,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum,juniperinum
Viburnum nudum,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,nudum
Arrhenatherum elatius,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Arrhenatherum,elatius
Neottia nidus-avis,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neottia,nidus-avis
Leotia lubrica,Fungi,Ascomycota,Leotiomycetes,Leotiales,Leotiaceae,Leotia,lubrica
Chamaerops humilis,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Chamaerops,humilis
Blarina brevicauda,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Blarina,brevicauda
Maianthemum racemosum,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Maianthemum,racemosum
Imperata cylindrica,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Imperata,cylindrica
Carex aurea,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,aurea
Narcissus poeticus,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,poeticus
Boissonneaua flavescens,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Boissonneaua,flavescens
Paspalum notatum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,notatum
Carex rostrata,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,rostrata
Corallorhiza maculata,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Corallorhiza,maculata
Chiloglottis cornuta,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Chiloglottis,cornuta
Nama demissa,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Nama,demissa
Spathoglottis plicata,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Spathoglottis,plicata
Spiranthes cernua,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Spiranthes,cernua
Viburnum lentago,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,lentago
Crocodylus moreletii,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,moreletii
Prosartes smithii,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Prosartes,smithii
Phyllotopsis nidulans,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Porotheleaceae,Phyllotopsis,nidulans
Spiranthes magnicamporum,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Spiranthes,magnicamporum
Girella nigricans,Animalia,Chordata,Actinopterygii,Perciformes,Girellidae,Girella,nigricans
Triteleia hyacinthina,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Triteleia,hyacinthina
Culaea inconstans,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Culaea,inconstans
Dioscorea communis,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,communis
Viburnum opulus,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,opulus
Phocoena phocoena,Animalia,Chordata,Mammalia,Artiodactyla,Phocoenidae,Phocoena,phocoena
Tridens albescens,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Tridens,albescens
Lilium philadelphicum,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Lilium,philadelphicum
Pancratium maritimum,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Pancratium,maritimum
Adoxa moschatellina,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Adoxa,moschatellina
Koeleria macrantha,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Koeleria,macrantha
Selasphorus sasin,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Selasphorus,sasin
Lagodon rhomboides,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Lagodon,rhomboides
Carex echinata,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,echinata
Goodyera pubescens,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Goodyera,pubescens
Aristida purpurea,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Aristida,purpurea
Chloris barbata,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Chloris,barbata
Platanthera elegans,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,elegans
Lysichiton americanus,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Lysichiton,americanus
Carex lupulina,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,lupulina
Amazilia cyanocephala,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Amazilia,cyanocephala
Cyperus eragrostis,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,eragrostis
Abudefduf troschelii,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,troschelii
Muilla maritima,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Muilla,maritima
Achnatherum hymenoides,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Achnatherum,hymenoides
Commelina virginica,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Commelina,virginica
Clintonia uniflora,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Clintonia,uniflora
Hypholoma lateritium,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,lateritium
Pterostylis pedunculata,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pterostylis,pedunculata
Sambucus cerulea,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Sambucus,cerulea
Lamarckia aurea,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Lamarckia,aurea
Schoenoplectus pungens,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Schoenoplectus,pungens
Smilax auriculata,Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax,auriculata
Carex hystericina,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,hystericina
Trygonoptera testacea,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Urolophidae,Trygonoptera,testacea
Iris foetidissima,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,foetidissima
Cetonia aurata,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cetonia,aurata
Trillium nivale,Plantae,Tracheophyta,Liliopsida,Liliales,Melanthiaceae,Trillium,nivale
Tradescantia pallida,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Tradescantia,pallida
Orchis italica,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Orchis,italica
Carex plantaginea,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,plantaginea
Ficinia spiralis,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Ficinia,spiralis
Eupetrichthys angustipes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Eupetrichthys,angustipes
Camassia leichtlinii,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Camassia,leichtlinii
Scadoxus puniceus,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Scadoxus,puniceus
Neotinea tridentata,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Neotinea,tridentata
Goodyera tesselata,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Goodyera,tesselata
Thalassoma hardwicke,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,hardwicke
Polygonatum multiflorum,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Polygonatum,multiflorum
Hordeum pusillum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,pusillum
Narcissus tazetta,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,tazetta
